오늘찜이야,"미포3길 25, 1층 2호 (동부동)"
더한잔,"미포2길 33, 1층 (동부동)"
민아식당,"화정8길 20, 1층 (화정동)"
불꽃,"월봉로 57, 2층 (화정동)"
인연포차,"진성12길 103, 1층 (전하동)"
진수성찬,"문현로 89, 1층 (방어동)"
더비어(The Beer),"슬도로 35, 1층 (방어동)"
카페루앤비(울산방어동점),"화문로 40, 1층 (방어동)"
베니스,"꽃바위4길 56, 노블리스 1층 (방어동)"
청담동빈대떡,"명덕6길 21, 1층 (서부동)"
정키친,"대송3길 17, 1층 (화정동)"
국가대표진짜배기(서부점),"방어진순환도로 1121, 1층 (서부동)"
한솥도시락 울산화정점,"대학길 80, 1층 (화정동)"
작은식탁,"방어진순환도로 652, C동 1층 113,114호 (일산동)"
먹거리,"진성14길 77, 1층 41~42호 (전하동)"
철이네식당,"남목17길 3, 1층 (동부동)"
킹카실내포장,"미포3길 37, 1층 (동부동)"
열이식당,"상진길 113, 4층 (방어동)"
독도,"문현로 19, 1층 (방어동)"
찬이집,"번덕8길 32, 1층 (일산동)"
엉터리해장국 일산점,"대송로 2-1, 1층 (일산동)"
이태원 꼬치장이,"화진길 48, 1층 (방어동)"
자갈밭횟집,"주전해안길 108, 1층 (주전동)"
감성대패 남목점,"동해안로 46, 2층 (동부동)"
윤파스타&돈까스,"진성3길 47, 1층 (전하동)"
해송곰장어,"녹수길 42, 1층 (전하동)"
노라바,"꽃바위로 174, 2층 (방어동)"
꼴통포차,"해수욕장길 21, 1층 (일산동)"
더루프(THE ROOF),"일산진6길 29, 4층 (일산동)"
주연,"남목18길 8, 남목시티프라자 156,157,168,169호 (동부동)"
또오세요,"남목8길 2-9, 1층 (서부동)"
금덕푸드(충무로가는길),"방어진순환도로 899, 현대백화점 지하동 1층 (서부동)"
신동해생아구,"일산진11길 203, 1층 (일산동)"
킹콩떡볶이(방어점),"화문로 67, 1층 (방어동)"
다도회센타,"북진6길 41, 1층 (방어동)"
순희네,"화정5길 3, 1층 (화정동)"
옥이네김치찌개와직화삼겹,"대송3길 66, 1층 (화정동)"
다가치통닭(대송점),"대송8길 30, 1층 (화정동)"
우쿠야&닭익는마을 울산화정점,"학문로 47, 1층 (화정동)"
일산매점,"방어진순환도로 624, 3층 (일산동)"
감성대패 화정점,"월봉로 30, 수협 1층 (화정동)"
신참떡볶이 울산전하점,"봉수로 290, B동 203호 (전하동, e편한세상 전하)"
흥부네대청마루,"문재2길 4, 1층 (방어동)"
살아있네,"남목8길 2-9, 1층 (서부동)"
치킨신드롬(서부점),"명덕2길 20, 1층 (서부동)"
가마치통닭 남목점,"남목16길 6-1, 1층 (동부동)"
동울산족발,"진성14길 66, 1층 (전하동)"
막썰어횟집,"전하로 26-1, 1층 (전하동)"
워니네수산시장,"남목14길 25, 1층 (동부동)"
카페새참,"방어진순환도로 1126, 3층 (서부동)"
수유리혼밥왕 울산동구점,"월봉로 33, 1층 (화정동)"
일미리금계찜닭(동구점),"대송5길 6, 1층 (화정동)"
푸라닭치킨 울산화정점,"대학길 83, 1층 (화정동)"
돈집&돈치찜,월봉10길 68 (방어동)
해적바다실내낚시터,"화잠로 105, 지하동 1층 (방어동)"
보울키친,"바드래4길 82-2, 1층 (전하동)"
종로지짐이,"미포2길 48, 1층 (동부동)"
정지간한식뷔페,"대송로 131, 1층 (화정동)"
오복함바식당,"바드래2길 27, 1층 (전하동)"
동이분식,"문재7길 16, 1층 (방어동)"
통통코다리찜탱탱구이구이,"바드래1길 5, 2층 (전하동)"
정성육회 남목점,"미포1길 38, 1층 (동부동)"
번덕집,"방어진순환도로 697, 1층 (일산동)"
복돼지식당,"문현로 26, 1층 (방어동)"
한독대 동구점,"문현로 105, 1층 (방어동)"
수라정,"진성3길 21, 1층 (전하동)"
정통집 울산일산점,"대학길 184, 184빌딩 1층 (화정동)"
청연,"전하로 13, 1층 105호 (전하동, 대성상가아파트)"
룸바룸바,"꽃바위로 310, 1층 (방어동)"
읍천리382 울산일산점,"해수욕장길 17, B동 1,2층 (일산동)"
연어집,"문재5길 11, 1층 (방어동)"
똘이분식,"대송5길 24, 1층 (화정동)"
대로포차,"내진길 34, 1층 (방어동)"
대송구이구이,"대송8길 11, 1층 (화정동)"
우가당,"봉수로 370, 지하1층 103호 (전하동, 전하동현대홈타운)"
돌코롬,"상진길 87, 올더뷰 1층 (방어동)"
부대마을 부대찌개 남목점,"방어진순환도로 1131, 1층 (서부동)"
순례집,화암7길 3 (방어동)
대한맥주집 울산남목점,"동해안로 59, 1층 (동부동)"
퇴근길(맛집),"명덕4길 6, 2층 (서부동)"
역전할머니맥주 전하점,"전하로 24, 1층 (전하동)"
피제이피자,"대송2길 53, 1층 (화정동)"
권민지의바른족발보쌈,"전하로 5, 1층 (전하동)"
619-구번지,"진성10길 143, 1층 (전하동)"
화봉동총각포차 일산지점,"해수욕장10길 32, 1층 (일산동)"
스시아오 전하점,"봉수로 250, 302동 113에이호 (전하동, 울산전하푸르지오)"
석청,"미포1길 37, 1층 (동부동)"
크라운호프 일산점,"대학길 178, 1층 (화정동)"
임가네 식육식당,"옥류로 41, 1층 (동부동)"
눈꽃대패(방어점),"내진길 78-7, 1층 (방어동)"
황가네 간장게장,"화잠6길 37, 그린타워빌 1층 101호 (방어동)"
동근이 숯불두마리치킨,"옥류로 28-1, 1층 (동부동)"
치맥라이브,"꽃바위로 200, 2층 (방어동)"
푸라닭 울산남목점,"미포1길 30, 1층 (동부동)"
골목식당,대송7길 10 (화정동)
막창왕,"진성9길 7, 1층 (일산동)"
황금어장,"문현로 91, 1층 (방어동)"
동궁찜닭,"녹수길 54, 1층 (전하동)"
동원상회,"동진4길 40, 101호 (방어동)"
거기,"진성5길 47, 1층 (전하동)"
정성집,"문재2길 60, 1층 (방어동)"
호호동인동 갈비찜,"남목11길 22, 동부동 3B1N 1층 (동부동)"
현대친구카페,"방어진순환도로 651, 세움베스트 11층 (일산동)"
환희호식당,"일산진9길 31, 1층 (일산동)"
남목마라탕전문점,"남목18길 2-2, 1층 103호 (동부동)"
퇴근길맛집,"화정8길 4, 1층 (화정동)"
자매생생아구찜,"진성14길 78, 지상2층 (전하동)"
제이제이(JJ)돈까스,"대송9길 54, 1층 (화정동)"
왕포차,"진성7길 20, 1층 (전하동)"
카페드리스,"번덕8길 69, 1층 (일산동)"
시골집 2호점,"화잠5길 55, 파크타운 1층 (방어동)"
목거랑,"동진5길 60, 지상1층 (방어동)"
밥통령,"진성2길 43, B동 1층 (전하동)"
등뼈가 일산점,"대학길 146, 지상1층 (화정동)"
엄마손,"양지5길 19, 지상1층 101호 (화정동)"
포도청2호점,"녹수10길 7, 1층 (전하동, 대화공인중개사)"
83왕소금구이본점,"명덕3길 29, 지상1층 (서부동)"
둥지터,"해수욕장9길 46, 지상1~2층 (일산동)"
다가치통닭(꽃바위점),"문현6길 22, 1층 (방어동)"
김양비어앤포차,"바드래1길 55, 103호 (전하동)"
빅쓰리,"전하로 29-1, 지상1층 (전하동)"
그랑어스,"등대로 34, 지상1층 (방어동)"
노랑통닭 방어점,"꽃바위로 230-1, 1층 (방어동)"
경성찹쌀꽈배기,"문재7길 6, 1층 (방어동)"
골목분식,"진성2길 40, 102호 (전하동)"
삼남면촌닭,학문로 39 (화정동)
투가이즈치킨앤피자,"학문로 36-1, 1층 (일산동)"
주식회사 지씨에스 울산지웰시티자이점,
바다그리고,"화잠로 108, 1층 (방어동)"
대패92,"학문로 53, 1층 (화정동)"
<REPLACE>052육회,"등대5길 15, 1층 (방어동)"
옳바름꼬마김밥,"남목21길 16, 영진청구아파트 상가 1층 103호 (동부동)"
BHC(비에이치씨)서부점,"방어진순환도로 931, 지상1층 (서부동)"
영아네 분식,"남목17길 4, 지상1층 104호 (동부동)"
마돈나,"화진길 34, 1층 (방어동)"
만세중식,"녹수8길 17, 1층 (전하동)"
자담치킨 방어동점,"꽃바위로 246, 1층 (방어동)"
요달의 찜닭 동구점,"월봉로 23, 지상1층 (화정동)"
보태닉마켓 울산전하점,"봉수로 250, 302동 108-2호 (전하동, 울산전하푸르지오)"
화통통닭&화통닭발,"대송2길 19, 지상1층 (화정동)"
진짜뒷고기,"화진길 34, 1층 (방어동)"
구땡야식,"양지2길 28, 2층 (화정동)"
정지간도시락,"꽃바위로 137, 1층 (방어동)"
김태주 선산곱창(화정점),대송1길 20 (화정동)
후라이드참잘하는집,"대송1길 21, 1층 (화정동)"
평창고기,"진성8길 143, 1층 103호 (전하동, 건남아파트)"
평규술집,"해수욕장길 20, 지상1층 (일산동)"
치킨과 바람피자,"대송9길 50, 지상1층 (화정동)"
떡볶이참잘하는집떡참동구서부점,"명덕5길 3, 지상1층 (서부동)"
연어집 명덕점,"명덕3길 25, 지상2층 (서부동)"
맘한식,"녹수길 19, 1층 (전하동)"
영국이닭강정,"진성14길 72, 1층 101호 (전하동)"
덮팝스토리(현대백화점동구점),"방어진순환도로 899, 현대백화점 (서부동)"
마성김밥,"남목18길 16, 1층 (동부동)"
꼬치의 품격(화정점),"화진길 100, 1층 106호 (화정동, 엠코타운 이스턴베이)"
싸와디식당,"봉수로 250, 302동 101호 (전하동, 울산전하푸르지오)"
아이스클래쓰,"화잠5길 18, 아테네빌 1층 (방어동)"
펍큐 울산점,"해수욕장3길 6, 지상2층 (일산동)"
둥지함바식당,"방어진순환도로 947, 지상2층 (서부동)"
제주은희네해장국 동구2호점,"등대로 42, 1층 (방어동)"
은월,"진성6길 59, 1층 (전하동)"
맨날국수,"등대로 25, 지상1층 (일산동)"
미나식당,"진성10길 104, K동 지상1층 103호 (전하동, 산성연립주택)"
김쉐프의 족가 동구점,"번덕로 15, 지상1층 (일산동)"
우정포차,"꽃바위로 268, 1층 (방어동)"
별난아재맥주(방어점),"문재2길 30, 1층 (방어동)"
두끼 울산동구일산점,"방어진순환도로 652, 테라스파크 제1동 지상2층 C205,206호 (일산동)"
입큰아구찜,"산록1길 19, 1층 101호 (전하동)"
마장동육회,"해수욕장길 20, 1층 (일산동)"
쌀을품은닭,"명덕3길 16, 1층 (서부동)"
"안녕,비바(VIVA)","미포1길 29, 1층 (동부동)"
아멜리에(AMELIE),"슬도로 5-3, 나마스떼 지상1층 (방어동)"
NAVRUZ(나부르즈),"문현로 79, 1층 101호 (방어동)"
배달의 왕,"진성13길 91, 무지개상가 가동 1층 135, 136호 (전하동)"
탕화쿵푸마라탕,"옥류로 17, 지상1층 (서부동)"
우차네푸드,"녹수길 19, 1층 (전하동)"
다가치통닭 명덕점,"명덕3길 40, 새운상가 지상1층 102호 (서부동)"
참한국밥 꽃바위점,"꽃바위로 271, 지상1층 (방어동)"
못난이네,"학문로 39, 1층 (화정동)"
본가어탕,"방어진순환도로 678, 1층 (일산동)"
채움,"명덕3길 31, 지상1층 (서부동)"
다가치통닭 전하점,"진성4길 53, 1층 (전하동)"
오뎅언니,"화진길 143, 지상1층 (화정동)"
울산덮밥엔 바베큐,"화잠9길 37, 1층 (방어동)"
배달cook8585,"화정8길 10, 1층 4호 (화정동)"
오빠막창 동구점,"학문로 27-1, 1층 (일산동)"
주먹,"슬도로 27, 1층 (방어동)"
돈갓,"진성6길 27, 1층 1호 (전하동)"
텍사스,"남진길 29, 오슬로빌 2층 (방어동)"
언니포차,"녹수10길 5, 1층 (전하동, 미화실비)"
스몰바(small Bar),"꽃바위로 228, 아담하우스 지상1층 (방어동)"
경아두마리치킨(화정방어점),"월봉4길 58, 지상1층 (방어동)"
수현,중진길 13 (주)로하스 1층 (방어동)
한고집족발,"명덕3길 21, 지상2층 (서부동)"
남도막창,"진성3길 14, 해븐하늘빛 1층 101호 (전하동, 해븐하늘빛)"
역전할머니맥주 남목점,"미포1길 19, 1층 (동부동)"
일차로,"동해안로 53-1, 1층 101호 (동부동)"
집밥신여사,"화정5길 3, 지상1층 (화정동)"
꼬기만땅,"전하로 4, 1층 (전하동)"
케이바(K Bar),"등대5길 7, 1층 101호 (방어동)"
별,"전하로 25, 1층 (전하동)"
가마치통닭 대송점,"대송8길 27, 지상1층 (화정동)"
일산족발보쌈,"대송로 7, 1층 102호 (일산동)"
다온,"등대로 8-6, 101호 (화정동, 목원아트빌라)"
언양닭칼국수,"일산진2길 15, 지상1층 (일산동)"
산호숯불곰장어·닭발,"전하로 17, 지상1층 (전하동)"
대가횟집,"문현6길 13, 지상1층 (방어동)"
딱 한잔해,"번덕로 13, 지상1층 (일산동)"
피자파는집 울산동구점,"진성11길 111, 1층 (전하동)"
갬성살롱,"화정2길 8, 102호 (화정동)"
1970새마을포차 일산점,"해수욕장길 4, 2층 (화정동)"
치킨플러스(남목점),"남목13길 38, 현대파크맨션 상가 상가동 112호 (동부동)"
넘버5바,"해수욕장길 27, 지상5층 (일산동)"
뚱포차,"상진길 114, 1층 (방어동)"
목구멍,"대학길 157, 1층 (일산동)"
민이네 장터,"월봉4길 58, 지상1층 (방어동)"
우니코,진성7길 13 (일산동)
베트남쌀국수,"내진길 13, 3층 (방어동)"
홍익스테이크,"화진길 100, 상가3동 102호 (화정동, 엠코타운 이스턴베이)"
새싹분식,"월봉6길 39, 화정상가 화정상가 나동 102호 (화정동)"
업텐브로울산동구점,"대송3길 77, 1층 (화정동)"
칠향계원삼계탕,"등대로 39, 1층 (일산동)"
을찌로 국물떡볶이,"학문로 53, 1층 (화정동)"
등대횟집,"등대로 99, 대왕암상가 C동 1~2층 1호 (일산동)"
롤링파스타 일산점,"등대로 42, 2층 (방어동)"
인생닭강정,"남목17길 16, 동부시장 1층 나-9호 (동부동)"
밥도,"월봉12길 9, 1층 102호 (화정동, 해븐빌라5차)"
세계로떡볶이,"진성12길 96, 1층 (전하동)"
제이제이씨푸드,"해수욕장1길 9, 1층 (일산동)"
배떡,"번덕2길 46, 지상1층 (일산동)"
쉐프의 연어클라쓰,"문재3길 40, 2층 212호 (방어동)"
떠먹는칼국수랑육회장님,"봉수로 314, B동 1층 108호 (전하동)"
이가원조가야밀면,"명덕로 4-1, 지상1층 (서부동)"
불사장참숯불막창,"대송로 145, 1층 (화정동)"
파스타입니다(동구전하점),"진성2길 40, 1층 103호 (전하동)"
차차차라이브,"진성2길 13, 2층 (전하동)"
한지무늬공방,"대송로 63, 1층 (일산동)"
청춘미포차,"미포1길 37, 2층 (동부동)"
학문로클라쓰,"학문로 41, 1층 (화정동)"
콜링포트(Calling Port),"남진길 8, 1, 2층 (방어동)"
행운관,"꽃바위로 189, 1층 (방어동)"
술창고,"명덕2길 10, 1층 (서부동)"
주전몽돌얼큰버섯샤브칼국수,"주전해안길 20, 2층 (주전동)"
우리할매떡볶이(울산방어점),"화잠로 99, 1층 (방어동)"
곱꾸나창자야,"진성10길 42, 1층 (전하동)"
안방(安房),"번덕9길 8, 1층 (일산동)"
태리로제떡볶이 & 닭강정 (울산동구점),"남목11길 23, 서영골든타워 상가 1층 103호 (서부동)"
맛있으면돼지,"진성3길 8, 상가C동 (전하동, 상림시드니)"
또라,"남목20길 19, 1층 (동부동)"
국수가,"남목16길 6, 1층 (동부동)"
섬진강식당,방어진순환도로 927-1 (서부동)
가람음식점,"화진길 35, 3층 (방어동)"
국민식당,"번덕2길 38, 1층 (일산동)"
고수도치,진성3길 13 (전하동)
영분식,"화암5길 13, 맑은누리빌 1층 (방어동)"
향기,"내진길 13, 2층 (방어동)"
논현삼계탕,"화진길 111, 1층 (화정동)"
눈꽃대패,"명덕6길 12, 코스모스빌딩 A동 101호 (서부동)"
수리땡기네,"내진길 66, 1층 (방어동)"
악덕사장,"녹수7길 41-1, 103동 1층 101호 (전하동)"
티바두마리치킨,"꽃바위4길 68, 1층 (방어동)"
1번지고깃집,"방어진순환도로 490, 1층 (방어동)"
최강식육식당(일산점),"방어진순환도로 624, 가동 2층 (일산동)"
축산명가남목점,"옥류로 16, 1층 (동부동)"
마리푸드스튜디오,번덕7가길 27 (일산동)
보릿고개,"대송2길 31, A동 1층 101호 (화정동)"
흥부네손칼국수,"동해안로 532, 1층 (주전동)"
두리키친,"대송로 65, 1층 (일산동)"
인생닭강정대송점,"대송6길 4, 1층 (화정동)"
프랭크버거 울산남목점,"동해안로 22, 1층 (서부동)"
신기한꽃게장 울산동구점,"진성3길 45, 1층 (전하동)"
"12시간의,포만감","진성14길 33, 1층 (전하동)"
멀로,"문현로 67, 1층 101호 (방어동)"
빵위에치즈 울산동구점,"슬도로 36, 1층 102호 (방어동)"
흥부네통닭,"진성3길 22, 에이동 1층 103호 (전하동, 산성연립주택)"
생생쭈꾸미일산점,"등대로 14, 1층 103호 (방어동)"
스시현,"학문로 13, 1층 102호 (일산동)"
대한냉면고기친구,"번덕2길 38, 1층 (일산동)"
춘향전집,"대송9길 22, 1층 (화정동)"
요리 그리다,"진성15길 54, 1층 (전하동)"
스시다원(Sushi다원),"방어진순환도로 652, 테라스파크 B동 1층 111호 (일산동)"
일미식당,"동진4길 30, 1층 (방어동)"
인생횟집,"방어진순환도로 652, 테라스파크 B동 1층 111호 (일산동)"
축산명가 꽃바위점,"꽃바위로 204, 1층 (방어동)"
귀빈식당,"바드래4길 2, 1층 (전하동)"
골드바,"대학길 137, 2층 (일산동)"
해강,"화잠로 106-1, 1층 (방어동)"
프랭크버거 울산전하점,"진성4길 55, 1층 (전하동)"
청년푸드,"미포5길 4, 1층 (동부동)"
용연수산,"진성14길 56, 1층 (전하동)"
